AMC_name,Mutual Fund Name,category,risk_type,fund_rating,return_1yr,return_3yr,return_5yr,Sector
Invesco,Invesco India Gold Fund Direct Growth,Other,High Risk,3.0,6.05,9.04,9.47,Private
Invesco,Invesco India Invesco Global Equity Income FoF Direct Growth,Other,Very High Risk,3.0,-7.87,8.96,7.94,Private
Invesco,Invesco India Corporate Bond Fund Direct Growth,Debt,Low to Moderate Risk,3.0,2.37,6.15,5.9,Private
Invesco,Invesco India Short Term Fund Direct Growth,Debt,Low to Moderate Risk,2.0,2.45,5.94,6.54,Private
Invesco,Invesco India Credit Risk Fund Direct Growth,Debt,Low to Moderate Risk,3.0,2.78,5.78,3.49,Private
Invesco,Invesco India Treasury Advantage Fund Direct Growth,Debt,Low to Moderate Risk,3.0,3.54,5.39,6.4,Private
Invesco,Invesco India Banking & PSU Debt Fund Direct Growth,Debt,Moderate Risk,1.0,1.03,5.18,6.37,Private
Invesco,Invesco India Arbitrage Fund Direct Growth,Hybrid,Low Risk,4.0,4.75,4.85,5.57,Private
Invesco,Invesco India Ultra Short Term Fund Direct Growth,Debt,Low to Moderate Risk,3.0,3.97,4.82,6.03,Private
Invesco,Invesco India Money Market Fund Direct Growth,Debt,Low to Moderate Risk,2.0,3.44,4.78,5.9,Private
Invesco,Invesco India Invesco Pan European Equity FoF Direct Growth,Other,Very High Risk,3.0,-14.55,4.77,2.83,Private
Invesco,Invesco India Gilt Fund Direct Growth,Debt,Low to Moderate Risk,1.0,1.82,4.09,5.15,Private
Invesco,Invesco India Liquid Fund Direct Growth,Debt,Low to Moderate Risk,2.0,3.98,4.03,5.29,Private
Invesco,Invesco India Invesco EQQQ NASDAQ 100 ETF FoF Direct Growth,Other,Very High Risk,3.0,,,,Private
Invesco,Invesco India Invesco EQQQ NASDAQ 100 ETF FoF Direct Growth,Other,Very High Risk,3.0,,,,Private
Invesco,Invesco India Focused 20 Equity Fund Direct Growth,Equity,Very High Risk,3.0,0.32,,,Private
Invesco,Invesco India Medium Duration Fund Direct Growth,Debt,Moderate Risk,3.0,2.12,,,Private
Invesco,Invesco India Flexi Cap Fund Direct Growth,Equity,Very High Risk,3.0,,,,Private
Invesco,Invesco India Flexi Cap Fund Direct Growth,Equity,Very High Risk,3.0,,,,Private
Invesco,Invesco India Invesco Global Consumer Trends FoF Direct Growth,Other,Very High Risk,3.0,-38.5,,,Private
Invesco,Invesco India Overnight Fund Direct Growth,Debt,Low Risk,2.0,3.84,,,Private
Mirae,Mirae Asset Midcap Fund Direct Growth,Equity,Moderately High Risk,4.0,8.53,31.92,,Private
Mirae,Mirae Asset Healthcare Fund Direct Growth,Equity,Very High Risk,3.0,-9.18,29.7,,Private
Mirae,Mirae Asset Emerging Bluechip Fund Direct Growth,Equity,Very High Risk,5.0,0.75,24.83,16.4,Private
Mirae,Mirae Asset Tax Saver Fund Direct Growth,Equity,Very High Risk,5.0,1.57,23.99,16.73,Private
Mirae,Mirae Asset Great Consumer Fund Direct Growth,Equity,Very High Risk,3.0,11.2,23.87,16.38,Private
Mirae,Mirae Asset Focused Fund Direct Growth,Equity,Very High Risk,5.0,-1.89,23.43,,Private
Mirae,Mirae Asset Large Cap Fund Direct Growth,Equity,Very High Risk,4.0,1.21,18.43,13.12,Private
Mirae,Mirae Asset Hybrid Equity Fund Direct Growth,Hybrid,Very High Risk,4.0,2.66,17.22,12.85,Private
Mirae,Mirae Asset Equity Savings Fund Direct Growth,Hybrid,Moderately High Risk,5.0,4.3,13.93,,Private
Mirae,Mirae Asset Short Term Fund Direct Growth,Debt,Low to Moderate Risk,3.0,3.07,6.01,,Private
Mirae,Mirae Asset Dynamic Bond Fund Direct Growth,Debt,Moderate Risk,3.0,1.74,5.76,6.77,Private
Mirae,Mirae Asset Savings Fund Direct Plan Growth,Debt,Low to Moderate Risk,2.0,3.78,5.12,5.84,Private
Mirae,Mirae Asset Cash Management Fund Direct Growth,Debt,Low to Moderate Risk,4.0,4.02,4.13,5.36,Private
Mirae,Mirae Asset Banking and Financial Services Fund Direct Growth,Equity,Very High Risk,3.0,5.24,,,Private
Mirae,Mirae Asset NYSE FANG+ ETF FoF Direct Growth,Other,Very High Risk,3.0,-22.59,,,Private
Mirae,Mirae Asset Balanced Advantage Fund Direct Growth,Hybrid,High Risk,3.0,,,,Private
Mirae,Mirae Asset Balanced Advantage Fund Direct Growth,Hybrid,High Risk,3.0,,,,Private
Mirae,Mirae Asset S&P 500 Top 50 ETF FoF Direct Growth,Other,Very High Risk,3.0,,,,Private
Mirae,Mirae Asset Nifty 100 ESG Sector Leaders FoF Direct Growth,Other,Very High Risk,3.0,-1.14,,,Private
Mirae,Mirae Asset Money Market Fund Direct Growth,Debt,Low to Moderate Risk,3.0,4.0,,,Private
Mirae,Mirae Asset Money Market Fund Direct Growth,Debt,Low to Moderate Risk,3.0,4.0,,,Private
Mirae,Mirae Asset Nifty India Manufacturing ETF FoF Direct Growth,Other,Very High Risk,3.0,,,,Private
Mirae,Mirae Asset Equity Allocator FoF Direct Growth,Other,Very High Risk,3.0,3.55,,,Private
Mirae,Mirae Asset Ultra Short Duration Fund Direct Growth,Debt,Low to Moderate Risk,4.0,4.1,,,Private
Mirae,Mirae Asset Banking and PSU Debt Fund Direct Growth,Debt,Low to Moderate Risk,3.0,2.39,,,Private
Mirae,Mirae Asset Overnight Fund Direct Growth,Debt,Low Risk,5.0,3.89,,,Private
Mirae,Mirae Asset Corporate Bond Fund Direct Growth,Debt,Low to Moderate Risk,3.0,2.37,,,Private
Mirae,Mirae Asset Hang Seng TECH ETF FoF Direct Growth,Other,Very High Risk,3.0,,,,Private
Sundaram,Sundaram Small Cap Fund Direct Growth,Equity,Very High Risk,2.0,9.45,31.83,11.15,Private
Sundaram,Sundaram Services Fund Direct Growth,Equity,Very High Risk,3.0,7.47,27.46,,Private
Sundaram,Sundaram Large and Mid Cap Fund Direct Growth,Equity,Very High Risk,3.0,4.0,23.98,13.34,Private
Sundaram,Sundaram Infrastructure Advantage Fund Direct Growth,Equity,Very High Risk,3.0,10.75,23.53,11.04,Private
Sundaram,Sundaram Focused Fund Direct Growth,Equity,Very High Risk,4.0,2.75,23.36,14.45,Private
Sundaram,Sundaram Mid Cap Fund Direct Growth,Equity,Very High Risk,1.0,8.96,23.2,10.37,Private
Sundaram,Sundaram Multi Cap Fund Direct Growth,Equity,Very High Risk,3.0,6.45,22.7,12.7,Private
Sundaram,Sundaram Dividend Yield Fund Direct Growth,Equity,Very High Risk,3.0,0.46,20.96,12.72,Private
Sundaram,Sundaram Nifty 100 Equal Weight Fund Direct Growth,Other,Very High Risk,2.0,3.5,20.21,10.43,Private
Sundaram,Sundaram Rural and Consumption Fund Direct Growth,Equity,Very High Risk,1.0,11.31,19.21,9.81,Private
Sundaram,Sundaram Select Focus Fund Direct Growth,Equity,Very High Risk,5.0,25.71,18.04,18.5,Private
Sundaram,Sundaram Large Cap Fund Direct Growth,Equity,Very High Risk,4.0,2.05,17.8,13.32,Private
Sundaram,Sundaram Aggressive Hybrid Fund Direct Growth,Hybrid,High Risk,3.0,4.34,17.5,12.01,Private
Sundaram,Sundaram Equity Hybrid Fund Direct Growth,Hybrid,High Risk,4.0,30.11,17.11,15.7,Private
Sundaram,Sundaram Diversified Equity Fund Direct Growth,Equity,Very High Risk,2.0,31.78,17.03,14.26,Private
Sundaram,Sundaram Financial Services Opportunities Fund Direct Growth,Equity,Very High Risk,4.0,5.92,16.65,11.54,Private
Sundaram,Sundaram Smart NIFTY 100 Equal Weight Fund Direct Growth,Other,Very High Risk,2.0,34.35,16.08,,Private
Sundaram,Sundaram Global Brand Direct Growth,Other,Very High Risk,3.0,17.33,14.49,11.83,Private
Sundaram,Sundaram Equity Savings Fund Direct Growth,Hybrid,Moderately High Risk,4.0,5.97,11.37,8.7,Private
Sundaram,Sundaram Debt Oriented Hybrid Fund Direct Plan Growth,Hybrid,Moderately High Risk,2.0,9.36,10.28,6.3,Private
Sundaram,Sundaram Corporate Bond Fund Direct Growth,Debt,Low to Moderate Risk,4.0,2.81,6.56,6.72,Private
Sundaram,Sundaram Short Term Debt Fund Direct Plan Growth,Debt,Low to Moderate Risk,2.0,13.68,6.07,6.42,Private
Sundaram,Sundaram Low Duration Fund Direct Growth,Debt,Low to Moderate Risk,3.0,12.58,5.57,6.32,Private
Sundaram,Sundaram Banking & PSU Debt Fund Direct Growth,Debt,Low to Moderate Risk,2.0,2.46,5.0,5.85,Private
Sundaram,Sundaram Money Direct Growth,Debt,Low to Moderate Risk,3.0,3.38,4.79,5.71,Private
Sundaram,Sundaram Money Market Fund Direct Growth,Debt,Low Risk,2.0,3.85,4.52,,Private
Sundaram,Sundaram Liquid Direct Growth,Debt,Moderate Risk,4.0,4.03,4.11,5.16,Private
Sundaram,Sundaram Medium Term Bond Fund Direct Growth,Debt,Moderate Risk,2.0,0.94,4.1,5.12,Private
Sundaram,Sundaram Overnight Fund Direct Growth,Debt,Low Risk,2.0,3.82,3.66,,Private
Sundaram,Sundaram Equity Fund Direct Growth,Equity,Very High Risk,3.0,41.42,,,Private
Sundaram,Sundaram Ultra Short Term Fund Direct Growth,Debt,Moderate Risk,3.0,3.69,,,Private
Sundaram,Sundaram Ultra Short Term Fund Direct Growth,Debt,Moderate Risk,3.0,3.69,,,Private
Motilal,Motilal Oswal Nasdaq 100 FOF Direct Growth,Other,Very High Risk,3.0,13.7,30.44,,Private
Motilal,Motilal Oswal Midcap Fund Direct Growth,Equity,Very High Risk,4.0,25.92,29.98,15.77,Private
Motilal,Motilal Oswal Long Term Equity Fund Direct Growth,Equity,Very High Risk,3.0,-2.06,18.93,10.54,Private
Motilal,Motilal Oswal Focused 25 Fund Direct Growth,Equity,Very High Risk,3.0,-0.24,18.32,11.31,Private
Motilal,Motilal Oswal Equity Hybrid Fund Direct Growth,Hybrid,Very High Risk,3.0,2.2,16.17,,Private
Motilal,Motilal Oswal Flexi Cap Fund Direct Growth,Equity,Very High Risk,1.0,-5.4,11.94,6.34,Private
Motilal,Motilal Oswal Dynamic Fund Direct Growth,Hybrid,Very High Risk,2.0,1.96,10.26,7.21,Private
Motilal,Motilal Oswal Liquid Fund Direct Growth,Debt,Low to Moderate Risk,1.0,3.73,3.63,,Private
Motilal,Motilal Oswal S&P BSE Quality Index Fund Direct Growth,Other,Very High Risk,3.0,,,,Private
Motilal,Motilal Oswal MSCI EAFE Top 100 Select Index Fund Direct Growth,Other,Very High Risk,3.0,,,,Private
Motilal,Motilal Oswal Nifty 200 Momentum 30 Index Fund Direct Growth,Other,Very High Risk,3.0,,,,Private
Motilal,Motilal Oswal S&P BSE Financials ex Bank 30 Index Fund Direct Growth,Other,Very High Risk,3.0,,,,Private
Motilal,Motilal Oswal S&P BSE Enhanced Value Index Fund Direct Growth,Other,Very High Risk,3.0,,,,Private
Motilal,Motilal Oswal Nifty Midcap 150 Index Fund Direct Growth,Other,Moderately High Risk,3.0,10.06,,,Private
Motilal,Motilal Oswal Nifty 50 Index Fund Direct Growth,Other,Very High Risk,3.0,2.8,,,Private
Motilal,Motilal Oswal Asset Allocation Passive FoF Aggressive Direct Growth,Other,Very High Risk,3.0,2.3,,,Private
Motilal,Motilal Oswal Multi Asset Fund Direct Growth,Hybrid,Moderately High Risk,3.0,0.67,,,Private
Motilal,Motilal Oswal Nifty Next 50 Index Fund Direct Growth,Other,Very High Risk,3.0,4.09,,,Private
Motilal,Motilal Oswal Nifty Bank Index Fund Direct Growth,Other,High Risk,3.0,8.92,,,Private
Motilal,Motilal Oswal Nifty 500 Index Fund Direct Growth,Other,Moderately High Risk,3.0,4.34,,,Private
Motilal,Motilal Oswal Nifty Smallcap 250 Index Fund Direct Growth,Other,Moderately High Risk,3.0,4.26,,,Private
Motilal,Motilal Oswal Large and Midcap Fund Direct Growth,Equity,Moderately High Risk,3.0,-0.72,,,Private
Motilal,Motilal Oswal Asset Allocation Passive FoF Conservative Direct Growth,Other,High Risk,3.0,2.18,,,Private
Mahindra,Mahindra Manulife Mid Cap Unnati Yojana Direct Growth,Equity,Very High Risk,3.0,9.78,29.42,,Private
Mahindra,Mahindra Manulife Multi Cap Badhat Yojana Direct Growth,Equity,Very High Risk,5.0,6.71,28.52,16.91,Private
Mahindra,Mahindra Manulife ELSS Kar Bachat Yojana Direct Growth,Equity,Very High Risk,3.0,5.18,23.5,12.33,Private
Mahindra,Mahindra Manulife Hybrid Equity Nivesh Yojana Direct Growth,Hybrid,Moderately High Risk,5.0,5.68,21.84,,Private
Mahindra,Mahindra Manulife Large Cap Pragati Yojana Direct Growth,Equity,Moderately High Risk,4.0,3.66,19.81,,Private
Mahindra,Mahindra Manulife Rural Bharat And Consumption Yojana Direct Growth,Equity,Very High Risk,5.0,11.63,18.96,,Private
Mahindra,Mahindra Manulife Equity Savings Dhan Sanchay Yojana Direct Growth,Hybrid,Moderately High Risk,4.0,4.6,14.31,9.69,Private
Mahindra,Mahindra Manulife Low Duration Fund Direct Growth,Debt,Moderate Risk,4.0,3.72,5.41,6.4,Private
Mahindra,Mahindra Manulife Dynamic Bond Yojana Direct Growth,Debt,Moderate Risk,3.0,0.96,4.52,,Private
Mahindra,Mahindra Manulife Liquid Fund Direct Growth,Debt,Low to Moderate Risk,5.0,4.06,4.2,5.44,Private
Mahindra,Mahindra Manulife Overnight Fund Direct Growth,Debt,Low Risk,4.0,3.89,3.67,,Private
Mahindra,Mahindra Manulife Flexi Cap Yojana Direct Growth,Equity,Very High Risk,3.0,4.97,,,Private
Mahindra,Mahindra Manulife Arbitrage Yojana Direct Growth,Hybrid,Low Risk,5.0,3.44,,,Private
Mahindra,Mahindra Manulife Ultra Short Term Fund Direct Growth,Debt,Moderately Low Risk,3.0,3.95,,,Private
Mahindra,Mahindra Manulife Short Term Fund Direct Growth,Debt,Low to Moderate Risk,3.0,3.02,,,Private
Mahindra,Mahindra Manulife Asia Pacific REITs FoF Direct Growth,Other,Very High Risk,2.0,,,,Private
Mahindra,Mahindra Manulife Focused Equity Yojana Direct Growth,Equity,Very High Risk,4.0,7.51,,,Private
Mahindra,Mahindra Manulife Top 250 Nivesh Yojana Direct Growth,Equity,Moderately High Risk,2.0,9.04,,,Private
Mahindra,Mahindra Manulife Balanced Advantage Yojana Direct Growth,Hybrid,Very High Risk,3.0,,,,Private
Aditya,Aditya Birla Sun Life Digital India Fund Direct Growth,Equity,Very High Risk,3.0,-13.63,29.0,27.02,Private
Aditya,Aditya Birla Sun Life Mid Cap Direct Fund Growth,Equity,Very High Risk,1.0,6.87,24.21,10.01,Private
Aditya,Aditya Birla Sun Life Small Cap Fund Direct Growth,Equity,Very High Risk,1.0,-1.67,23.25,7.78,Private
Aditya,Aditya Birla Sun Life India GenNext Direct Fund Growth,Equity,Very High Risk,3.0,8.23,22.89,15.09,Private
Aditya,Aditya Birla Sun Life Infrastructure Direct Fund Growth,Equity,Very High Risk,2.0,5.7,22.89,7.62,Private
Aditya,Aditya Birla Sun Life Pharma & Healthcare Fund Direct Growth,Equity,High Risk,3.0,-13.83,20.24,,Private
Aditya,Aditya Birla Sun Life Dividend Yield Fund Direct Growth,Equity,Very High Risk,3.0,3.37,20.24,8.37,Private
Aditya,Aditya Birla Sun Life Equity Advantage Fund Direct Growth,Equity,Very High Risk,1.0,-7.52,19.36,8.51,Private
Aditya,Aditya Birla Sun Life Flexi Cap Fund Direct Growth,Equity,Very High Risk,3.0,-1.58,19.26,11.18,Private
Aditya,Aditya Birla Sun Life Manufacturing Equity Fund Direct Growth,Equity,Very High Risk,3.0,-1.25,19.06,8.76,Private
Aditya,Aditya Birla Sun Life Pure Value Direct Fund Growth,Equity,Very High Risk,1.0,1.4,18.81,5.27,Private
Aditya,Aditya Birla Sun Life Focused Equity Fund Direct Growth,Equity,Very High Risk,3.0,1.6,18.56,11.41,Private
Aditya,Aditya Birla Sun Life Frontline Equity Direct Fund Growth,Equity,Very High Risk,2.0,3.02,18.52,11.19,Private
Aditya,Aditya Birla Sun Life Nifty 50 Index Fund Direct Growth,Other,Very High Risk,3.0,2.66,18.02,12.8,Private
Aditya,Aditya Birla Sun Life Financial Planning FoF Aggressive Plan Direct Growth,Other,Very High Risk,3.0,3.5,17.47,10.69,Private
Aditya,Aditya Birla Sun Life Asset Allocator FoF Direct Growth,Other,High Risk,5.0,2.38,16.03,9.99,Private
Aditya,Aditya Birla Sun Life International Equity Fund Plan B Direct Growth,Equity,Very High Risk,3.0,26.07,15.65,12.41,Private
Aditya,Aditya Birla Sun Life Banking & Financial Services Fund Direct Growth,Equity,Very High Risk,3.0,1.63,15.0,8.19,Private
Aditya,Aditya Birla Sun Life Equity Hybrid '95 Fund Direct Growth,Hybrid,Very High Risk,2.0,-0.47,14.77,8.46,Private
Aditya,Aditya Birla Sun Life Retirement Fund The 30s Plan Direct Growth,Solution Oriented,Moderately High Risk,1.0,0.18,14.44,,Private
Aditya,Aditya Birla Sun Life Financial Planning FoF Moderate Plan Direct Growth,Other,High Risk,3.0,3.47,14.08,9.3,Private
Aditya,Aditya Birla Sun Life Balanced Advantage Fund Direct Growth,Hybrid,Very High Risk,3.0,3.55,13.94,9.54,Private
Aditya,Aditya Birla Sun Life Tax Relief 96 Direct Growth,Equity,Very High Risk,1.0,-1.47,13.75,8.83,Private
Aditya,Aditya Birla Sun Life Commodity Equities Fund Global Agri Plan Direct Growth,Equity,Very High Risk,3.0,29.21,13.59,9.45,Private
Aditya,Aditya Birla Sun Life Retirement Fund The 40s Plan Direct Growth,Solution Oriented,Moderately High Risk,1.0,0.52,12.74,,Private
Aditya,Aditya Birla Sun Life MNC Direct Fund Growth,Equity,Very High Risk,3.0,-0.11,12.63,8.15,Private
Aditya,Aditya Birla Sun Life Global Emerging Opportunities Fund Direct Growth,Other,Very High Risk,3.0,-10.9,12.53,8.8,Private
Aditya,Aditya Birla Sun Life Regular Savings Fund Direct Growth,Hybrid,Moderately High Risk,3.0,6.38,10.86,6.95,Private
Aditya,Aditya Birla Sun Life Financial Planning FoF Conservative Plan Direct Growth,Other,Moderately High Risk,4.0,3.41,10.82,7.9,Private
Aditya,Aditya Birla Sun Life Equity Savings Fund Direct Growth,Hybrid,Moderately High Risk,2.0,-0.53,10.67,6.89,Private
Aditya,Aditya Birla Sun Life Gold Direct Fund Growth,Other,High Risk,2.0,5.62,9.11,9.81,Private
Aditya,Aditya Birla Sun Life International Equity Fund Plan A Direct Growth,Equity,Very High Risk,3.0,-10.02,8.3,11.11,Private
Aditya,Aditya Birla Sun Life Short Term Direct Fund Growth,Debt,Moderate Risk,4.0,4.14,7.17,7.33,Private
Aditya,Aditya Birla Sun Life Corporate Bond Fund Direct Growth,Debt,Low to Moderate Risk,4.0,3.34,6.98,7.28,Private
Aditya,Aditya Birla Sun Life Income Fund Direct Growth,Debt,Moderate Risk,4.0,2.38,6.65,6.69,Private
Aditya,Aditya Birla Sun Life Banking & PSU Debt Fund Direct Growth,Debt,Moderate Risk,3.0,3.27,6.58,7.03,Private
Aditya,Aditya Birla Sun Life Government Securities Fund Direct Plan Growth,Debt,Moderate Risk,4.0,2.08,6.35,6.83,Private
Aditya,Aditya Birla Sun Life Low Duration Fund Direct Growth,Debt,Moderate Risk,5.0,4.33,6.19,6.98,Private
Aditya,Aditya Birla Sun Life Active Debt Multi Manager FoF Scheme Direct Growth,Other,Moderate Risk,2.0,2.58,6.17,6.15,Private
Aditya,Aditya Birla Sun Life Floating Rate Direct Fund Growth,Debt,Low to Moderate Risk,3.0,3.9,6.01,6.78,Private
Aditya,Aditya Birla Sun Life Savings Direct Growth,Debt,Moderate Risk,4.0,4.15,5.5,6.44,Private
Aditya,Aditya Birla Sun Life Money Manager Fund Direct Growth,Debt,Moderate Risk,4.0,4.15,5.24,6.4,Private
Aditya,Aditya Birla Sun Life Retirement Fund The 50s Plan Direct Growth,Solution Oriented,Moderately High Risk,2.0,1.77,5.1,,Private
Aditya,Aditya Birla Sun Life Dynamic Bond Retail Fund Direct Growth,Debt,Moderate Risk,3.0,6.24,4.96,4.85,Private
Aditya,Aditya Birla Sun Life Arbitrage Fund Direct Growth,Hybrid,Low Risk,3.0,4.08,4.65,5.51,Private
Aditya,Aditya Birla Sun Life Retirement Fund The 50s Plus Debt Plan Direct Growth,Solution Oriented,Moderate Risk,1.0,1.67,4.51,,Private
Aditya,Aditya Birla Sun Life Liquid Fund Direct Growth,Debt,Moderate Risk,4.0,4.03,4.16,5.41,Private
Aditya,Aditya Birla Sun Life Overnight Fund Direct Growth,Debt,Low Risk,4.0,3.86,3.67,,Private
Aditya,Aditya Birla Sun Life Global Excellence Equity FoF Retail Direct Growth,Other,Very High Risk,3.0,-17.65,-0.9,3.09,Private
Aditya,Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund Direct Growth,Other,Very High Risk,3.0,6.12,,,Private
Aditya,Aditya Birla Sun Life PSU Equity Fund Direct Growth,Equity,Very High Risk,3.0,20.82,,,Private
Aditya,Aditya Birla Sun Life ESG Fund Direct Growth,Equity,Very High Risk,3.0,-4.32,,,Private
Aditya,Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund Direct Growth,Other,Moderate Risk,3.0,,,,Private
Aditya,Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund Direct Growth,Other,Moderate Risk,3.0,,,,Private
Aditya,Aditya Birla Sun Life Long Duration Fund Direct Growth,Debt,Moderate Risk,3.0,,,,Private
Aditya,Aditya Birla Sun Life NASDAQ 100 FOF Direct Growth,Other,Very High Risk,3.0,,,,Private
Aditya,Aditya Birla Sun Life CRISIL IBX AAA Jun 2023 Index Fund Direct Growth,Other,Low to Moderate Risk,3.0,,,,Private
Aditya,Aditya Birla Sun Life Business Cycle Fund Direct Growth,Equity,Very High Risk,3.0,,,,Private
Aditya,Aditya Birla Sun Life Special Opportunities Fund Direct Growth,Equity,Very High Risk,3.0,2.05,,,Private
Aditya,Aditya Birla Sun Life Nifty Smallcap 50 Index Fund Direct Growth,Other,Very High Risk,3.0,-15.1,,,Private
Aditya,Aditya Birla Sun Life Nifty Midcap 150 Index Fund Direct Growth,Other,Very High Risk,3.0,9.98,,,Private
Aditya,Aditya Birla Sun Life Nifty Next 50 Index Fund Direct Growth,Other,Very High Risk,3.0,,,,Private
Aditya,Aditya Birla Sun Life Nifty SDL Plus PSU Bond Sep 2026 60:40 Index Fund Direct Growth,Other,Moderate Risk,3.0,,,,Private
Franklin,Franklin India Smaller Companies Direct Fund Growth,Equity,Very High Risk,2.0,7.45,26.31,11.56,Private
Franklin,Franklin India Flexi Cap Fund Direct Growth,Equity,Very High Risk,3.0,8.1,22.75,13.08,Private
Franklin,Franklin India Focused Equity Fund Direct Growth,Equity,Very High Risk,3.0,8.82,22.56,14.65,Private
Franklin,Franklin Build India Direct Fund Growth,Equity,Very High Risk,3.0,11.89,22.51,13.71,Private
Franklin,Franklin India Opportunities Direct Fund Growth,Equity,Very High Risk,3.0,2.48,21.98,12.44,Private
Franklin,Franklin India Feeder Franklin US Opportunities Direct Fund Growth,Other,Very High Risk,3.0,3.96,21.63,19.74,Private
Franklin,Franklin India Technology Fund Direct Growth,Equity,Very High Risk,3.0,-18.37,21.01,19.69,Private
Franklin,Franklin India Prima Direct Fund Growth,Equity,Very High Risk,2.0,1.07,20.74,11.67,Private
Franklin,Franklin India Equity Advantage Fund Direct Growth,Equity,Very High Risk,2.0,3.75,19.51,11.23,Private
Franklin,Franklin India Taxshield Direct Growth,Equity,Very High Risk,3.0,7.53,19.41,12.0,Private
Franklin,Franklin India Bluechip Direct Fund Growth,Equity,Very High Risk,2.0,0.01,18.49,10.68,Private
Franklin,Franklin India NSE Nifty 50 Index Direct Growth,Other,Very High Risk,3.0,2.71,17.88,12.79,Private
Franklin,Franklin India Equity Hybrid Fund Direct Growth,Hybrid,Very High Risk,3.0,3.06,16.65,11.23,Private
Franklin,Franklin India Life Stage FoF The 20s Plan Direct Growth,Other,Very High Risk,2.0,3.2,16.28,9.36,Private
Franklin,Franklin India Life Stage FoF The 30s Plan Direct Growth,Other,High Risk,3.0,4.03,12.14,8.08,Private
Franklin,Franklin India Dynamic Asset Allocation Fund of Funds Direct Growth,Other,High Risk,3.0,10.03,11.89,9.66,Private
Franklin,Franklin Asian Equity Direct Fund Growth,Equity,Very High Risk,3.0,-10.94,11.07,10.82,Private
Franklin,Franklin India Equity Savings Fund Direct Growth,Hybrid,Moderate Risk,2.0,5.4,10.55,,Private
Franklin,Franklin India Life Stage FoF The 50s Plus Floating Rate Direct Plan Growth,Other,Moderate Risk,3.0,4.79,8.58,7.46,Private
Franklin,Franklin India Life Stage FoF The 40s Plan Direct Growth,Other,Moderately High Risk,1.0,5.43,8.09,6.46,Private
Franklin,Franklin India Debt Hybrid Fund Direct Growth,Hybrid,Moderately High Risk,3.0,3.36,7.93,6.71,Private
Franklin,Franklin India Corporate Debt Fund Direct Growth,Debt,Low to Moderate Risk,3.0,3.05,6.18,7.06,Private
Franklin,Franklin India Banking & PSU Debt Fund Direct Growth,Debt,Moderate Risk,3.0,3.02,6.14,7.11,Private
Franklin,Franklin India Multi Asset Solution Fund Direct Growth,Other,Moderately High Risk,1.0,4.81,5.23,4.8,Private
Franklin,Franklin India Savings Fund Direct Growth,Debt,Low to Moderate Risk,3.0,3.83,4.94,6.16,Private
Franklin,Franklin India Government Securities Fund Direct Plan Growth,Debt,Moderate Risk,2.0,2.25,4.72,4.67,Private
Franklin,Franklin India Liquid Fund Direct Growth,Debt,Low to Moderate Risk,3.0,4.0,4.19,5.44,Private
Franklin,Franklin India Overnight Fund Direct Growth,Debt,Low Risk,2.0,3.8,3.57,,Private
Franklin,Franklin India Life Stage FoF The 50s Plus Direct Plan Growth,Other,Moderate Risk,1.0,5.67,1.75,3.06,Private
Franklin,Franklin India Feeder Templeton European Opportunities Fund Direct Growth,Other,Very High Risk,3.0,4.64,-0.44,1.28,Private
Parag,Parag Parikh Flexi Cap Fund Direct Growth,Equity,Very High Risk,5.0,0.55,25.96,18.71,Private
Parag,Parag Parikh Tax Saver Fund Direct Growth,Equity,Moderately High Risk,5.0,9.25,25.31,,Private
Parag,Parag Parikh Liquid Fund Direct Growth,Debt,Low to Moderate Risk,2.0,3.8,3.78,,Private
Parag,Parag Parikh Conservative Hybrid Fund Direct Growth,Hybrid,Moderately High Risk,3.0,8.35,,,Private
Templeton,Templeton India Value Fund Direct Plan Growth,Equity,Very High Risk,3.0,16.39,25.76,12.12,Private
Templeton,Templeton India Equity Income Direct Plan Growth,Equity,Very High Risk,3.0,11.31,24.92,14.62,Private
Taurus,Taurus Discovery (Midcap) Fund Direct Growth,Equity,Very High Risk,3.0,5.11,25.48,12.93,Private
Taurus,Taurus Infrastructure Fund Direct Growth,Equity,Very High Risk,3.0,7.17,22.83,11.78,Private
Taurus,Taurus Ethical Fund Direct Growth,Equity,Very High Risk,3.0,2.61,22.19,15.22,Private
Taurus,Taurus Nifty 50 Index Fund Direct Growth,Other,Very High Risk,3.0,2.6,18.39,13.42,Private
Taurus,Taurus Largecap Equity Fund Direct Growth,Equity,Very High Risk,1.0,7.7,16.39,9.07,Private
Taurus,Taurus Tax Shield Direct Growth,Equity,Very High Risk,3.0,0.88,16.37,10.49,Private
Taurus,Taurus Flexi Cap Fund Direct Growth,Equity,Very High Risk,1.0,5.7,15.52,6.97,Private
Taurus,Taurus Banking & Financial Services Fund Direct Growth,Equity,Very High Risk,4.0,4.98,14.39,11.18,Private
Taurus,Taurus Liquid Fund Super Institutional Direct Growth,Debt,Low Risk,1.0,3.24,4.81,4.59,Private
Taurus,Taurus Short Term Income Fund Direct Growth,Debt,Moderately Low Risk,1.0,9.35,4.21,6.49,Private
Taurus,Taurus Dynamic Income Fund Direct Growth,Debt,Moderate Risk,1.0,9.64,3.53,4.36,Private
